Business_ID,Business_Name,Category,Area,Rating,Reviews,Price_Range,Delivery_Time_Minutes,Monthly_Online_Orders,Date_Added,Monthly_Customers,Avg_Order_Value,Monthly_Sales,Delivery_Rating,Is_Active,Staff_Count
BIZ1217,Tandoor Trails Electronics,Cafe,Yerwada,3,938,Medium,55,,06-08-2023,9166,727,0,4,No,8
BIZ1218,SmartBuy Bakery,Restaurant,Bibwewadi,3.5,292,High,56,,03-09-2023,1359,647,0,4.2,Yes,4
BIZ1219,BakersPoint Grocery,Salon,Swargate,2.7,484,Low,,,25-09-2024,2120,466,0,,No,22
BIZ1220,Durga Cafe,Cafe,Nigdi,4.4,1379,Medium,38,744,20-08-2024,8705,566,421104,2.3,No,12
BIZ1221,Tandoor Trails Restaurant,Bakery,Magarpatta,4.8,209,Low,,1297,30-11-2023,6069,436,565492,,No,25
BIZ1222,Durga Clothing,Bakery,Baner,4.1,1048,Low,54,1349,04-05-2023,3933,481,648869,3.7,Yes,8
BIZ1223,Tandoor Trails Electronics,Clothing,Bibwewadi,3.4,641,High,,,28-01-2024,4066,331,0,,Yes,22
BIZ1224,FixIt Grocery,Auto Repair,Yerwada,4.9,584,Medium,,695,20-10-2024,563,179,124405,,Yes,2
BIZ1225,SpiceHub Cafe,Auto Repair,Deccan,4.5,688,High,51,,09-04-2023,321,488,0,4.5,Yes,13
BIZ1226,GlowUp Salon,Restaurant,Kothrud,2.8,1008,Medium,29,,18-04-2023,6466,627,0,4,Yes,11
BIZ1227,Kalyani Bakery,Clothing,Sinhagad Road,3.4,974,Low,,,06-12-2023,3410,677,0,,Yes,18
BIZ1228,FreshMart Salon,Auto Repair,Sinhagad Road,3.2,1381,High,48,87,25-05-2024,2333,726,63162,3.4,No,25
BIZ1229,FixIt Cafe,Electronics,Camp,3.7,10,High,,,05-04-2024,4988,206,0,,Yes,4
BIZ1230,FreshMart Restaurant,Cafe,Magarpatta,4.9,337,High,,1802,23-05-2023,4480,416,749632,,No,2
BIZ1231,SpiceHub Bakery,Clothing,Karve Nagar,3.6,1450,Low,59,,17-10-2024,5448,316,0,4.3,Yes,10
BIZ1232,BakersPoint Bakery,Clothing,Baner,3.6,1394,High,26,,18-07-2023,6707,441,0,2.6,Yes,7
BIZ1233,BakersPoint Auto Repair,Auto Repair,Deccan,4.3,1085,Low,,1110,26-01-2023,7353,504,559440,,No,15
BIZ1234,Kalyani Salon,Auto Repair,Wakad,2.6,717,Medium,,102,08-10-2023,8764,497,50694,,No,13
BIZ1235,Durga Auto Repair,Grocery,Koregaon Park,4.5,16,Medium,,,01-10-2024,3690,339,0,,No,21
BIZ1236,SmartBuy Electronics,Auto Repair,Koregaon Park,4.9,427,Medium,,,08-06-2023,1825,721,0,,No,21
BIZ1237,Tandoor Trails Clothing,Grocery,Baner,3.5,1367,Medium,60,128,22-01-2023,2266,639,81792,2.7,Yes,10
BIZ1238,FreshMart Clothing,Salon,Yerwada,2.8,894,Low,,,06-01-2024,7318,398,0,,No,10
BIZ1239,BakersPoint Bakery,Clothing,Bibwewadi,3.5,1408,Low,,,19-02-2023,2685,683,0,,No,24
BIZ1240,Durga Electronics,Clothing,Hinjewadi,4,1399,Medium,20,,14-07-2024,7405,503,0,3.8,No,7
BIZ1241,Tandoor Trails Bakery,Bakery,Camp,4.4,572,High,24,,06-07-2023,5799,681,0,2.9,Yes,20
BIZ1242,FixIt Bakery,Clothing,Hinjewadi,3.2,1033,Low,42,,21-10-2024,824,287,0,4.5,Yes,8
BIZ1243,SpiceHub Grocery,Clothing,Yerwada,4.6,946,High,45,,21-09-2024,5899,655,0,3,No,9
BIZ1244,Kalyani Cafe,Auto Repair,Wakad,4.3,657,High,,,07-11-2023,6568,744,0,,Yes,14
BIZ1245,FixIt Clothing,Cafe,Koregaon Park,4.6,113,High,57,1136,08-08-2023,5871,257,291952,3.3,No,25
BIZ1246,FixIt Electronics,Bakery,Deccan,5,429,Medium,35,359,01-08-2023,8671,552,198168,2.7,Yes,4
BIZ1247,FreshMart Auto Repair,Electronics,Kharadi,2.6,210,Low,39,1679,31-01-2023,9695,621,1042659,3.1,Yes,23
BIZ1248,FreshMart Auto Repair,Cafe,Hadapsar,4.4,1250,Low,,,26-02-2024,7009,728,0,,Yes,10
BIZ1249,Tandoor Trails Electronics,Bakery,Yerwada,4.6,1060,Medium,26,430,16-10-2024,4998,635,273050,4.9,Yes,15
BIZ1250,FixIt Clothing,Bakery,Magarpatta,4.3,242,Medium,44,778,08-12-2024,6318,458,356324,2.5,Yes,10
BIZ1251,ChaiVilla Grocery,Cafe,Wakad,3.1,1478,High,36,1395,02-08-2023,1398,403,562185,4.8,Yes,14
BIZ1252,Durga Cafe,Auto Repair,Magarpatta,3.7,1099,High,50,,11-05-2023,7223,693,0,4.3,Yes,5
BIZ1253,SpiceHub Electronics,Grocery,Karve Nagar,3,198,Medium,51,1735,06-05-2024,778,177,307095,3.8,Yes,15
BIZ1254,Durga Auto Repair,Bakery,Swargate,4,1450,Low,,,17-06-2023,6450,787,0,,No,12
BIZ1255,BakersPoint Bakery,Bakery,Karve Nagar,3.5,53,High,43,1736,12-05-2023,1865,599,1039864,3.2,No,5
BIZ1256,Tandoor Trails Grocery,Auto Repair,Swargate,4.7,281,Medium,,,27-07-2023,7689,404,0,,Yes,10
BIZ1257,SpiceHub Cafe,Salon,Kothrud,4.3,344,Medium,49,1418,22-05-2023,6411,273,387114,3,No,11
BIZ1258,GlowUp Bakery,Auto Repair,Aundh,3.6,1237,High,,1924,20-01-2023,5445,160,307840,,Yes,16
BIZ1259,SmartBuy Electronics,Auto Repair,Nigdi,2.6,1283,Low,,220,09-03-2023,4911,691,152020,,No,25
BIZ1260,SpiceHub Salon,Restaurant,Kharadi,2.8,1310,Medium,,,02-06-2024,9951,151,0,,No,15
BIZ1261,BakersPoint Cafe,Restaurant,Bibwewadi,4,511,High,,,01-03-2024,8089,308,0,,Yes,2
BIZ1262,BakersPoint Grocery,Auto Repair,Wakad,4.6,35,Low,21,1059,13-07-2024,2182,589,623751,4,Yes,12
BIZ1263,Kalyani Grocery,Restaurant,Bibwewadi,3.6,585,High,,,07-05-2023,7735,234,0,,Yes,19
BIZ1264,SmartBuy Restaurant,Electronics,Aundh,4,954,High,51,1960,10-02-2024,2559,728,1426880,3.3,Yes,11
BIZ1265,SpiceHub Bakery,Electronics,Bibwewadi,4.4,592,Medium,,,09-07-2024,1557,756,0,,Yes,21
BIZ1266,GlowUp Auto Repair,Grocery,Kothrud,4.6,843,High,,1717,25-07-2024,9071,558,958086,,No,25
BIZ1267,SmartBuy Electronics,Cafe,Shivaji Nagar,4.1,625,High,26,,09-05-2024,389,195,0,4.3,No,13
BIZ1268,SpiceHub Cafe,Restaurant,Koregaon Park,3.2,1270,High,,,12-12-2023,9640,353,0,,Yes,6
BIZ1269,FixIt Restaurant,Grocery,Aundh,4.3,277,Low,,1913,15-05-2023,8911,427,816851,,No,9
BIZ1270,FixIt Electronics,Auto Repair,Yerwada,4.1,1122,Low,,1133,14-09-2023,3186,781,884873,,Yes,14
BIZ1271,FreshMart Electronics,Cafe,Magarpatta,4.5,172,High,52,,30-12-2023,7895,556,0,4.8,Yes,8
BIZ1272,Durga Auto Repair,Bakery,Baner,3.1,693,High,45,467,10-02-2023,7074,600,280200,3.4,No,23
BIZ1273,SmartBuy Clothing,Salon,Aundh,3.8,1274,Low,,,04-12-2024,5874,788,0,,No,3
BIZ1274,Kalyani Cafe,Clothing,Karve Nagar,4.5,1196,Medium,,,01-05-2024,732,669,0,,No,22
BIZ1275,ChaiVilla Auto Repair,Restaurant,Magarpatta,4.8,388,High,31,1522,15-01-2024,9513,541,823402,4.6,No,17
BIZ1276,SpiceHub Electronics,Salon,Pashan,4,156,Medium,,,12-02-2024,3868,641,0,,Yes,24
BIZ1277,FreshMart Restaurant,Cafe,Koregaon Park,4,769,Low,27,,13-05-2024,7166,355,0,4.3,No,13
BIZ1278,SmartBuy Restaurant,Clothing,Nigdi,4.1,148,Medium,44,1203,22-08-2024,5054,489,588267,2.8,No,25
BIZ1279,ChaiVilla Clothing,Salon,Sinhagad Road,3.2,1387,High,21,,02-07-2024,3442,710,0,2.7,Yes,4
BIZ1280,Tandoor Trails Restaurant,Clothing,Nigdi,4,1259,Low,,,30-05-2023,1537,509,0,,No,10
BIZ1281,GlowUp Auto Repair,Auto Repair,Sinhagad Road,4.9,892,High,,1419,18-03-2024,8190,713,1011747,,No,23
BIZ1282,SpiceHub Bakery,Auto Repair,Deccan,3.1,609,Low,,1802,23-07-2023,4535,774,1394748,,Yes,17
BIZ1283,ChaiVilla Grocery,Grocery,Sinhagad Road,2.6,1175,Low,,,07-01-2024,8520,217,0,,No,10
BIZ1284,Kalyani Auto Repair,Restaurant,Aundh,3.8,951,High,,,28-01-2024,5981,623,0,,Yes,24
BIZ1285,Kalyani Bakery,Electronics,Kothrud,3.9,112,Medium,27,1437,08-07-2023,4235,624,896688,2.5,Yes,2
BIZ1286,BakersPoint Grocery,Cafe,Hinjewadi,4.3,453,Low,50,390,20-06-2023,3430,602,234780,4.8,Yes,18
BIZ1287,Kalyani Restaurant,Clothing,Camp,3.6,227,Low,27,950,23-12-2024,1136,374,355300,3.1,Yes,22
BIZ1288,SpiceHub Salon,Auto Repair,Deccan,2.7,1288,Medium,,922,08-08-2023,1592,224,206528,,No,3
BIZ1289,SmartBuy Grocery,Bakery,Hinjewadi,2.9,305,Medium,47,542,28-04-2023,6251,307,166394,4.8,No,19
BIZ1290,BakersPoint Bakery,Clothing,Baner,4.1,1438,Low,25,425,02-05-2023,3826,356,151300,4,Yes,8
BIZ1291,ChaiVilla Salon,Auto Repair,Kothrud,3.2,822,High,,,02-07-2024,5729,283,0,,Yes,16
BIZ1292,FixIt Electronics,Clothing,Aundh,4.8,1401,High,,,17-06-2023,3885,465,0,,Yes,10
BIZ1293,FreshMart Cafe,Electronics,Shivaji Nagar,2.5,646,Medium,43,,20-03-2024,3467,654,0,2.2,No,10
BIZ1294,BakersPoint Salon,Electronics,Magarpatta,3.4,153,Low,,1002,09-12-2023,9253,650,651300,,Yes,23
BIZ1295,FreshMart Auto Repair,Auto Repair,Pashan,2.6,693,Medium,,1236,30-12-2024,8775,196,242256,,No,22
BIZ1296,Tandoor Trails Restaurant,Auto Repair,Deccan,4.9,607,Medium,,1039,29-03-2024,1734,374,388586,,No,21
BIZ1297,GlowUp Clothing,Bakery,Hinjewadi,4,1345,Low,45,373,07-02-2023,7738,394,146962,3.3,Yes,18
BIZ1298,Kalyani Auto Repair,Cafe,Viman Nagar,2.7,395,Medium,,1218,25-02-2024,2535,744,906192,,No,25
BIZ1299,SpiceHub Electronics,Salon,Camp,3.8,410,Low,,944,04-10-2024,4696,322,303968,,Yes,7
BIZ1300,Kalyani Electronics,Bakery,Karve Nagar,3.7,891,Low,,246,09-02-2023,5314,697,171462,,No,19
BIZ1301,FreshMart Grocery,Cafe,Baner,4.5,65,Medium,,1408,26-09-2024,203,518,729344,,No,24
BIZ1302,FreshMart Electronics,Salon,Baner,3.4,1249,Low,,,30-10-2024,4253,235,0,,Yes,19
BIZ1303,ChaiVilla Salon,Clothing,Deccan,4.5,1222,Medium,,493,08-12-2023,2929,508,250444,,No,3
BIZ1304,SmartBuy Auto Repair,Clothing,Baner,3.7,1341,Medium,31,1742,13-05-2024,8797,671,1168882,2.3,Yes,24
BIZ1305,FreshMart Salon,Grocery,Pashan,3.6,31,High,,,16-10-2023,9016,305,0,,No,19
BIZ1306,BakersPoint Cafe,Bakery,Nigdi,3.6,369,High,,,09-12-2023,8633,636,0,,Yes,5
BIZ1307,GlowUp Restaurant,Auto Repair,Shivaji Nagar,4.5,528,High,31,819,19-07-2024,8324,542,443898,2.4,No,24
BIZ1308,GlowUp Bakery,Grocery,Magarpatta,2.8,437,Medium,,,12-06-2024,3023,722,0,,Yes,20
BIZ1309,FixIt Grocery,Clothing,Pashan,2.6,767,High,,170,24-02-2024,6424,535,90950,,No,10
BIZ1310,SpiceHub Salon,Salon,Kothrud,3.3,1311,High,44,,26-04-2023,8517,499,0,3.1,Yes,21
BIZ1311,FreshMart Grocery,Clothing,Swargate,4,1481,Medium,,,17-10-2024,8836,635,0,,Yes,14
BIZ1312,FreshMart Auto Repair,Electronics,Kharadi,3,1241,High,33,1288,18-10-2023,5453,188,242144,2.2,No,9
BIZ1313,Durga Bakery,Clothing,Karve Nagar,3.9,420,Medium,,,06-10-2024,7614,769,0,,Yes,25
BIZ1314,BakersPoint Bakery,Salon,Kothrud,3.6,1151,Low,,,26-08-2023,2718,221,0,,Yes,16
BIZ1315,SpiceHub Clothing,Electronics,Karve Nagar,2.5,1122,Low,,,15-08-2023,7181,218,0,,Yes,25
BIZ1316,ChaiVilla Electronics,Clothing,Koregaon Park,4.2,295,Medium,,,12-01-2024,3156,313,0,,Yes,22
BIZ1317,Kalyani Restaurant,Auto Repair,Bibwewadi,3.3,1024,Medium,,1423,23-05-2023,6616,770,1095710,,Yes,13
BIZ1318,FreshMart Salon,Cafe,Deccan,4.1,643,Low,,338,13-08-2024,4879,788,266344,,No,15
BIZ1319,SmartBuy Bakery,Cafe,Sinhagad Road,3.2,1338,Low,50,1462,08-10-2024,5633,436,637432,3.7,Yes,12
BIZ1320,SpiceHub Grocery,Salon,Hadapsar,4.7,151,Medium,,,20-03-2024,5659,371,0,,Yes,5
BIZ1321,Kalyani Salon,Clothing,Swargate,3,773,Medium,37,,29-07-2024,8571,628,0,3.1,No,15
BIZ1322,BakersPoint Salon,Auto Repair,Hinjewadi,4.8,952,Low,,,09-10-2023,3720,429,0,,No,14
BIZ1323,FixIt Auto Repair,Cafe,Koregaon Park,3.7,234,Low,,426,26-10-2024,3412,690,293940,,No,22
BIZ1324,ChaiVilla Clothing,Bakery,Kharadi,3.5,335,Low,,653,20-11-2024,607,365,238345,,Yes,24
BIZ1325,BakersPoint Salon,Electronics,Hadapsar,4.3,1099,Low,38,,12-01-2024,9793,583,0,4.3,Yes,5
BIZ1326,ChaiVilla Cafe,Electronics,Viman Nagar,3,672,Low,,,13-04-2023,6606,357,0,,No,16
BIZ1327,Durga Cafe,Restaurant,Sinhagad Road,3.6,439,Medium,49,332,24-06-2023,6389,543,180276,4.9,No,8
BIZ1328,ChaiVilla Cafe,Grocery,Koregaon Park,3.2,1042,Medium,41,,14-05-2024,8483,351,0,4.6,No,15
BIZ1329,FixIt Electronics,Electronics,Magarpatta,2.8,1127,High,60,1615,05-08-2023,5602,632,1020680,4.9,Yes,14
BIZ1330,ChaiVilla Restaurant,Bakery,Camp,4.1,799,High,29,1521,26-09-2023,7285,602,915642,2.4,No,11
BIZ1331,Kalyani Cafe,Bakery,Shivaji Nagar,3.2,563,Medium,,,28-11-2023,7412,463,0,,No,13
BIZ1332,SmartBuy Bakery,Auto Repair,Shivaji Nagar,3.4,1078,Medium,,,01-07-2023,5860,215,0,,Yes,3
BIZ1333,SpiceHub Salon,Restaurant,Swargate,3.6,1032,Low,26,,07-08-2023,1401,187,0,3.9,No,4
BIZ1334,GlowUp Restaurant,Electronics,Swargate,3.3,754,Low,36,647,28-05-2023,5552,290,187630,4.2,Yes,14
BIZ1335,Tandoor Trails Clothing,Bakery,Magarpatta,3.6,540,High,29,1220,12-07-2023,1754,510,622200,4.1,Yes,11
BIZ1336,SpiceHub Auto Repair,Restaurant,Viman Nagar,3.4,727,Low,,,21-01-2023,1307,176,0,,Yes,25
BIZ1337,Tandoor Trails Cafe,Salon,Aundh,4,1497,Medium,34,,03-03-2023,2741,599,0,2,Yes,14
BIZ1338,Kalyani Clothing,Salon,Pashan,3,1303,Low,52,251,14-06-2024,4298,541,135791,3.9,Yes,12
BIZ1339,ChaiVilla Restaurant,Clothing,Camp,3.5,665,Medium,,,01-02-2023,1379,397,0,,No,17
BIZ1340,FixIt Restaurant,Grocery,Magarpatta,3.8,101,High,,378,04-04-2024,2286,561,212058,,No,21
BIZ1341,SmartBuy Auto Repair,Restaurant,Aundh,4.1,1149,Medium,,,27-11-2023,5743,394,0,,Yes,7
BIZ1342,ChaiVilla Bakery,Bakery,Swargate,4,1112,Low,42,,28-11-2023,660,300,0,2.2,Yes,22
BIZ1343,BakersPoint Restaurant,Grocery,Wakad,4.9,579,High,28,,06-01-2023,4688,464,0,3.7,Yes,3
BIZ1344,ChaiVilla Auto Repair,Cafe,Bibwewadi,4,1135,Medium,25,1298,29-06-2023,489,561,728178,2,Yes,18
BIZ1345,FreshMart Cafe,Auto Repair,Bibwewadi,3.7,588,Low,58,,30-08-2024,5637,153,0,3,Yes,21
BIZ1346,SmartBuy Auto Repair,Restaurant,Baner,4.1,433,Low,35,,10-09-2024,7121,394,0,2.1,No,10
BIZ1347,Tandoor Trails Electronics,Bakery,Camp,3.9,1342,High,,,29-03-2023,7109,740,0,,No,6
BIZ1348,FreshMart Cafe,Salon,Kothrud,3.6,1361,High,,,01-06-2023,2026,484,0,,No,18
BIZ1349,Tandoor Trails Electronics,Auto Repair,Pashan,2.8,423,Medium,,1076,05-09-2024,5301,250,269000,,No,19
BIZ1350,FreshMart Cafe,Bakery,Koregaon Park,4.9,1077,Medium,29,1973,07-12-2024,5405,369,728037,2.2,No,12
BIZ1351,SpiceHub Clothing,Grocery,Hinjewadi,4.8,279,Low,52,,09-08-2023,4965,476,0,5,No,5
BIZ1352,BakersPoint Electronics,Cafe,Nigdi,4.2,52,Low,20,,17-07-2023,9753,494,0,4.6,Yes,21
BIZ1353,FixIt Restaurant,Salon,Wakad,3.3,814,Medium,29,585,07-12-2024,4473,167,97695,4.7,Yes,25
BIZ1354,FixIt Restaurant,Clothing,Yerwada,3.6,732,High,38,,08-02-2023,936,526,0,4.2,Yes,8
BIZ1355,FixIt Grocery,Clothing,Hinjewadi,4.1,1122,Low,39,,25-06-2023,4291,313,0,2.3,Yes,19
BIZ1356,Kalyani Restaurant,Cafe,Pashan,4.4,1091,High,30,1262,30-08-2023,9123,614,774868,4.1,No,5
BIZ1357,ChaiVilla Clothing,Clothing,Kothrud,4.9,933,Low,21,,18-11-2023,7858,467,0,2.7,No,23
BIZ1358,FreshMart Salon,Grocery,Kharadi,3,518,Low,35,219,19-11-2024,1593,779,170601,4,No,14
BIZ1359,SpiceHub Clothing,Salon,Karve Nagar,2.9,410,High,,,14-06-2023,5398,650,0,,Yes,5
BIZ1360,GlowUp Restaurant,Bakery,Nigdi,3.6,269,High,28,,06-02-2024,9938,478,0,2.5,No,16
BIZ1361,Durga Bakery,Electronics,Magarpatta,4.2,435,Medium,28,,21-01-2024,5743,738,0,3.9,No,6
BIZ1362,Tandoor Trails Cafe,Clothing,Karve Nagar,3.6,1495,Low,,,12-08-2023,4097,752,0,,No,19
BIZ1363,FreshMart Grocery,Auto Repair,Nigdi,2.9,132,Medium,,,28-05-2024,2500,514,0,,Yes,18
BIZ1364,Kalyani Grocery,Cafe,Sinhagad Road,3.1,1372,High,28,52,04-10-2024,5952,667,34684,2.8,Yes,18
BIZ1365,GlowUp Cafe,Restaurant,Karve Nagar,3.4,450,High,52,729,03-07-2023,3902,595,433755,4.9,Yes,19
BIZ1366,GlowUp Restaurant,Restaurant,Pashan,4.6,427,High,34,,12-05-2023,8757,386,0,3.9,No,8
BIZ1367,FreshMart Grocery,Cafe,Sinhagad Road,3.5,1463,Medium,46,713,10-01-2023,9648,533,380029,3.3,Yes,18
BIZ1368,BakersPoint Restaurant,Salon,Shivaji Nagar,3.2,302,Low,43,,20-10-2023,2108,577,0,2.5,Yes,14
BIZ1369,FixIt Electronics,Cafe,Camp,2.8,1100,Medium,,,27-06-2023,1244,723,0,,Yes,20
BIZ1370,FixIt Clothing,Restaurant,Shivaji Nagar,3.2,198,Low,,,06-11-2023,7580,592,0,,No,15
BIZ1371,GlowUp Restaurant,Bakery,Hinjewadi,3.4,1064,High,54,,04-09-2024,3828,229,0,3,No,12
BIZ1372,Durga Clothing,Bakery,Hadapsar,2.7,342,High,,1754,05-06-2023,182,715,1254110,,Yes,7
BIZ1373,GlowUp Salon,Restaurant,Magarpatta,3.8,1367,High,52,,19-09-2023,8289,686,0,4.3,No,18
BIZ1374,FixIt Clothing,Auto Repair,Aundh,3.7,13,Medium,33,845,19-02-2023,7793,546,461370,4.4,Yes,23
BIZ1375,Durga Grocery,Auto Repair,Yerwada,4.6,1352,High,37,,08-09-2024,4949,364,0,2.9,No,25
BIZ1376,FreshMart Clothing,Electronics,Bibwewadi,3.7,145,High,31,,30-09-2024,5424,263,0,4.4,No,8
BIZ1377,SpiceHub Auto Repair,Salon,Karve Nagar,4.5,240,High,,1977,13-05-2024,9038,647,1279119,,No,19
BIZ1378,Tandoor Trails Clothing,Salon,Deccan,4.5,1047,Medium,,443,12-10-2024,7872,595,263585,,Yes,4
BIZ1379,Kalyani Cafe,Cafe,Aundh,4.1,1175,Low,40,1829,04-11-2023,9377,270,493830,4.6,Yes,2
BIZ1380,GlowUp Clothing,Bakery,Hadapsar,3.6,855,High,54,825,23-10-2024,1450,345,284625,4.7,No,20
BIZ1381,SmartBuy Grocery,Salon,Kharadi,4.9,27,Low,23,1408,25-08-2023,293,359,505472,3.2,No,9
BIZ1382,BakersPoint Bakery,Auto Repair,Camp,5,191,Low,,,22-07-2023,3883,276,0,,No,21
BIZ1383,SpiceHub Clothing,Electronics,Pashan,2.6,548,High,35,,29-05-2024,8416,767,0,2.9,No,8
BIZ1384,ChaiVilla Electronics,Auto Repair,Baner,4.6,563,Medium,,,18-04-2024,2510,471,0,,Yes,22
BIZ1385,SmartBuy Cafe,Bakery,Kharadi,3.8,1180,Medium,50,,30-08-2024,6505,667,0,3,Yes,10
BIZ1386,ChaiVilla Electronics,Bakery,Bibwewadi,4.2,1265,Medium,,,02-08-2024,5399,150,0,,Yes,12
BIZ1387,Tandoor Trails Cafe,Salon,Wakad,3.9,1097,High,51,,07-06-2023,7972,266,0,2.3,No,6
BIZ1388,Tandoor Trails Restaurant,Electronics,Hadapsar,3,282,High,,,18-09-2023,1169,493,0,,Yes,18
BIZ1389,BakersPoint Grocery,Electronics,Shivaji Nagar,2.5,403,Low,,1346,21-02-2023,1091,368,495328,,Yes,6
BIZ1390,GlowUp Restaurant,Auto Repair,Hinjewadi,3.4,208,High,,,09-04-2024,2655,424,0,,No,8
BIZ1391,BakersPoint Clothing,Grocery,Sinhagad Road,4.6,1197,High,,1672,17-08-2023,338,539,901208,,No,6
BIZ1392,Tandoor Trails Bakery,Electronics,Bibwewadi,2.7,1180,High,,587,14-12-2024,4203,284,166708,,No,17
BIZ1393,BakersPoint Cafe,Bakery,Hinjewadi,4.2,696,High,,1962,05-09-2023,2069,719,1410678,,No,3
BIZ1394,Tandoor Trails Clothing,Cafe,Sinhagad Road,4.3,1316,High,,194,23-10-2023,5141,667,129398,,Yes,14
BIZ1395,FreshMart Restaurant,Grocery,Hinjewadi,4.2,484,Low,46,902,30-06-2023,9618,738,665676,3.3,Yes,7
BIZ1396,FreshMart Bakery,Cafe,Hadapsar,3.6,979,High,44,1263,26-07-2024,4915,775,978825,4.8,Yes,25
BIZ1397,Kalyani Auto Repair,Bakery,Hadapsar,5,1164,Medium,39,,16-04-2024,2451,493,0,3.3,Yes,20
BIZ1398,Durga Cafe,Cafe,Nigdi,4.5,1068,Low,41,,11-02-2023,396,366,0,4.9,Yes,7
BIZ1399,Tandoor Trails Restaurant,Bakery,Koregaon Park,2.9,816,Medium,59,,16-08-2023,5028,523,0,3.4,No,14
BIZ1400,ChaiVilla Salon,Salon,Baner,4.1,370,Low,,1897,06-02-2023,761,572,1085084,,No,8
BIZ1401,Durga Cafe,Grocery,Deccan,3.7,729,High,40,988,27-04-2024,2483,235,232180,4.1,No,25
BIZ1402,Durga Cafe,Auto Repair,Camp,4.1,1298,Low,,,08-07-2023,464,750,0,,Yes,22
BIZ1403,Durga Salon,Clothing,Swargate,4.5,1042,High,40,1898,14-04-2024,2166,201,381498,2.7,No,19
BIZ1404,Tandoor Trails Clothing,Cafe,Magarpatta,4.8,1429,Medium,,1379,21-03-2023,8590,281,387499,,Yes,8
BIZ1405,FreshMart Clothing,Grocery,Hinjewadi,3.6,160,Low,42,,16-12-2024,5567,271,0,4.2,Yes,19
BIZ1406,Tandoor Trails Restaurant,Electronics,Hinjewadi,4,233,High,42,,04-12-2024,624,747,0,5,No,17
BIZ1407,Kalyani Electronics,Grocery,Swargate,3.4,479,High,49,942,22-08-2023,2221,502,472884,2.7,Yes,8
BIZ1408,FreshMart Cafe,Salon,Hinjewadi,4.5,176,High,,120,21-06-2024,5857,346,41520,,No,25
BIZ1409,SpiceHub Salon,Electronics,Hinjewadi,3.2,463,Medium,20,880,13-09-2023,9751,392,344960,4,No,9
BIZ1410,SpiceHub Restaurant,Restaurant,Viman Nagar,3.2,487,High,50,,14-05-2024,5573,518,0,4.7,No,16
BIZ1411,Durga Restaurant,Salon,Bibwewadi,3.6,301,Low,,,22-12-2023,3354,298,0,,No,4
BIZ1412,SmartBuy Cafe,Salon,Nigdi,4.3,1113,Low,54,1175,21-12-2023,9333,377,442975,2.8,No,25
BIZ1413,BakersPoint Clothing,Bakery,Swargate,2.6,729,High,,87,15-02-2023,4725,676,58812,,Yes,23
BIZ1414,FreshMart Electronics,Bakery,Camp,2.6,1345,Low,60,,21-12-2023,6821,187,0,3.5,Yes,23
BIZ1415,Tandoor Trails Electronics,Electronics,Camp,4.6,847,High,,,12-06-2024,8654,259,0,,Yes,23
BIZ1416,SmartBuy Cafe,Restaurant,Karve Nagar,3,998,Medium,,1693,11-12-2023,2576,486,822798,,Yes,10
BIZ1417,Kalyani Salon,Salon,Nigdi,4.1,478,Medium,,987,02-06-2023,5124,557,549759,,Yes,12
BIZ1418,Durga Clothing,Grocery,Yerwada,4.5,647,High,,1040,06-11-2023,4198,374,388960,,No,10
BIZ1419,ChaiVilla Clothing,Electronics,Wakad,2.5,685,High,,,08-12-2024,9069,655,0,,Yes,6
BIZ1420,ChaiVilla Grocery,Clothing,Aundh,3.8,1148,High,53,192,09-07-2024,4522,692,132864,4.8,Yes,25
BIZ1421,ChaiVilla Grocery,Cafe,Karve Nagar,3.7,212,High,27,1044,29-05-2023,2008,476,496944,4.2,Yes,10
BIZ1422,Tandoor Trails Electronics,Auto Repair,Magarpatta,3,487,Medium,21,1567,17-10-2023,8091,397,622099,2.6,No,6
BIZ1423,SpiceHub Clothing,Electronics,Pashan,4.8,1315,Medium,50,1165,11-12-2023,4453,488,568520,4.5,Yes,12
BIZ1424,Durga Electronics,Electronics,Wakad,4.6,1472,Medium,36,,17-03-2024,6566,580,0,4.2,Yes,16
BIZ1425,FixIt Auto Repair,Cafe,Magarpatta,2.9,351,Medium,,,03-06-2023,3221,431,0,,Yes,22
BIZ1426,BakersPoint Bakery,Restaurant,Bibwewadi,2.6,1397,Medium,,,03-10-2024,3012,680,0,,No,7
BIZ1427,FreshMart Electronics,Grocery,Viman Nagar,3.4,1450,High,58,1762,22-07-2024,118,470,828140,4,No,25
BIZ1428,Tandoor Trails Auto Repair,Auto Repair,Magarpatta,3.3,312,High,,816,03-09-2024,3456,735,599760,,No,24
BIZ1429,ChaiVilla Salon,Electronics,Camp,3.9,1260,Low,55,983,21-06-2023,9959,570,560310,2.3,No,23
BIZ1430,BakersPoint Restaurant,Bakery,Koregaon Park,4.7,1009,High,29,,29-01-2023,7135,437,0,2.4,No,23
BIZ1431,Tandoor Trails Salon,Auto Repair,Magarpatta,3.9,775,Medium,52,,01-10-2024,9357,331,0,4.5,Yes,14
BIZ1432,GlowUp Grocery,Restaurant,Hadapsar,3.9,300,Medium,37,1027,05-05-2023,2613,192,197184,4.1,No,22
BIZ1433,SpiceHub Auto Repair,Bakery,Kharadi,4.5,499,Low,39,,01-12-2024,4024,339,0,4.3,No,13
